Token;Label_AB;Label_AA;Label_CF;Label_LM;Label_MB;Label_CKP;Label_DN;périmètre;accord;désaccord_PER;désaccord_LOC;désaccord_ORG;désaccord_MISC;confusion
mdecin;PER;;;;;;;X;;X;;;;X
et;;;;;;;;;;;;;;
au;PER;;;;;;;X;;X;;;;X
pharmaeien;PER;;;;;;;X;;X;;;;X
.;;;;;;;;;;;;;;
];;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
Cuthorine;PER;PER;PER;PER;PER;PER;;X;PER;;;;;X
et;;;;;;;;;;;;;;
eanne;PER;PER;;PER;;PER;;X;PER;;;;;X
.;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
Un;;;;;;;;;;;;;;
mutin;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
la;PER;PER;PER;PER;PER;PER;PER;X;PER;;;;;
mbre;PER;PER;PER;PER;PER;PER;PER;X;PER;;;;;
Nannette;PER;PER;PER;PER;PER;PER;PER;X;PER;;;;;
0;;;;;;;;;;;;;;
tricotant;;;;;;;;;;;;;;
devant;;;;;;;;;;;;;;
sa;;;;;;;;;;;;;;
];;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
porte;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
vit;;;;;;;;;;;;;;
venir;;;;;;;;;;;;;;
h;;;;;;;;;;;;;;
lle;;;;;;;;;;;;;;
une;;;;;;;;;;;;;;
jeune;;;;;;;;;;;;;;
femme;;;;;;;;;;;;;;
qui;;;;;;;;;;;;;;
tenait;;;;;;;;;;;;;;
];;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
par;;;;;;;;;;;;;;
la;;;;;;;;;;;;;;
main;;;;;;;;;;;;;;
une;;;;;;;;;;;;;;
petite;;;;;;;;;;;;;;
flllo;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
sept;;;;;;;;;;;;;;
h;;;;;;;;;;;;;;
huit;;;;;;;;;;;;;;
ans;;;;;;;;;;;;;;
et;;;;;;;;;;;;;;
];;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
ui;;;;;;;;;;;;;;
lui;;;;;;;;;;;;;;
demanda;;;;;;;;;;;;;;
un;;;;;;;;;;;;;;
moreeau;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
puin;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
Comme;;;;;;;;;;;;;;
cette;;;;;;;;;;;;;;
];;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
femme;;;;;;;;;;;;;;
6tait;;;;;;;;;;;;;;
trs;;;;;;;;;;;;;;
-0;;;;;;;;;;;;;;
ple;;;;;;;;;;;;;;
et;;;;;;;;;;;;;;
avait;;;;;;;;;;;;;;
lair;;;;;;;;;;;;;;
malade;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
Ia;PER;PER;PER;PER;PER;PER;PER;X;PER;;;;;
mre;PER;PER;PER;PER;PER;PER;PER;X;PER;;;;;
];;;PER;;;PER;PER;X;;X;;;;X
"
";;;PER;;;PER;PER;X;;X;;;;X
Nannette;PER;PER;PER;PER;PER;PER;PER;X;PER;;;;;
l';;;;;;;;;;;;;;
emmena;;;;;;;;;;;;;;
dans;;;;;;;;;;;;;;
sa;;;;;;;;;;;;;;
maison;;;;;;;;;;;;;;
et;;;;;;;;;;;;;;
la;;;;;;;;;;;;;;
fit;;;;;;;;;;;;;;
asseoir;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
];;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
llo;;;PER;;PER;;;X;;X;;;;X
ralluma;;;;;;;;;;;;;;
son;;;;;;;;;;;;;;
feu;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
fit;;;;;;;;;;;;;;
r6chauffr;;;;;;;;;;;;;;
un;;;;;;;;;;;;;;
reste;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
];;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
soupo;;;;;;;;;;;;;;
quelle;;;;;;;;;;;;;;
avait;;;;;;;;;;;;;;
gard6;;;;;;;;;;;;;;
pour;;;;;;;;;;;;;;
son;;;;;;;;;;;;;;
repas;;;;;;;;;;;;;;
du;;;;;;;;;;;;;;
soir;;;;;;;;;;;;;;
et;;;;;;;;;;;;;;
];;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
le;;;;;;;;;;;;;;
donna;;;;;;;;;;;;;;
aux;;;;;;;;;;;;;;
deux;;;;;;;;;;;;;;
mendiantes;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
Lenfant;;;;;;;;;;;;;;
mangea;;;;;;;;;;;;;;
];;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
sihon;;;;;;;;;;;;;;
cur;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
que;;;;;;;;;;;;;;
la;PER;PER;PER;PER;PER;PER;PER;X;PER;;;;;
mbre;PER;PER;PER;PER;PER;PER;PER;X;PER;;;;;
Nannette;PER;PER;PER;PER;PER;PER;PER;X;PER;;;;;
vit;;;;;;;;;;;;;;
bien;;;;;;;;;;;;;;
que;;;;;;;;;;;;;;
];;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
cette;;;;;;;;;;;;;;
petite;;;;;;;;;;;;;;
fille;;;;;;;;;;;;;;
n';;;;;;;;;;;;;;
avait;;;;;;;;;;;;;;
pas;;;;;;;;;;;;;;
souvent;;;;;;;;;;;;;;
si;;;;;;;;;;;;;;
bonne;;;;;;;;;;;;;;
];;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
chance;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
Ensuite;;;;;;;;;;;;;;
elle;;;;;;;;;;;;;;
leur;;;;;;;;;;;;;;
versa;;;;;;;;;;;;;;
un;;;;;;;;;;;;;;
verre;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
boisson;;;;;;;;;;;;;;
];;;;;;;;;;;;;;
"
 ";;;;;;;;;;;;;;
cehaeune;;;;PER;;PER;;X;;X;;;;X
0;;;;;;;;;;;;;;
et;;;;;;;;;;;;;;
dit;;;;;;;;;;;;;;
a;;;;;;;;;;;;;;
la;;;;;;;;;;;;;;
pauvre;;;;;;;;;;;;;;
femme;;;;;;;;;;;;;;
:;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
a;;;;;;;;;;;;;;
Mon;PER;;;;MISC;MISC;;X;;X;;;X;X
Dien;PER;MISC;MISC;;MISC;MISC;PER;X;MISC;;;;;X
1;;;;;;;;;;;;;;
il;;;;;;;;;;;;;;
faut;;;;;;;;;;;;;;
qu';;;;;;;;;;;;;;
il;;;;;;;;;;;;;;
vous;;;;;;;;;;;;;;
soit;;;;;;;;;;;;;;
arriv6;;;;;;;;;;;;;;
un;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
bien;;;;;;;;;;;;;;
grand;;;;;;;;;;;;;;
malheur;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
pourqu';;;;;;;;;;;;;;
une;;;;;;;;;;;;;;
femme;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
aussi;;;;;;;;;;;;;;
jeune;;;;;;;;;;;;;;
];;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
que;;;;;;;;;;;;;;
vous;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
ait;;;;;;;;;;;;;;
pu;;;;;;;;;;;;;;
se;;;;;;;;;;;;;;
deider;;;;;;;;;;;;;;
a;;;;;;;;;;;;;;
demander;;;;;;;;;;;;;;
son;;;;;;;;;;;;;;
pain;;;;;;;;;;;;;;
l;;;;;;;;;;;;;;
];;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
-0;;;;;;;;;;;;;;
Ohl;;;;;;;;;;;;;;
oui;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
un;;;;;;;;;;;;;;
bien;;;;;;;;;;;;;;
grand;;;;;;;;;;;;;;
malheur;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
ma;;;;;;;;;;;;;;
hbre;;;;;;;;;;;;;;
];;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
femme;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
Il;;;;;;;;;;;;;;
faut;;;;;;;;;;;;;;
se;;;;;;;;;;;;;;
trouver;;;;;;;;;;;;;;
depourvue;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
toute;;;;;;;;;;;;;;
res-;;;;;;;;;;;;;;
];;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
souree;;;;;;;;;;;;;;
pour;;;;;;;;;;;;;;
se;;;;;;;;;;;;;;
rsoudre;;;;;;;;;;;;;;
a;;;;;;;;;;;;;;
en;;;;;;;;;;;;;;
venir;;;;;;;;;;;;;;
lhi;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
J';;;;;;;;;;;;;;
ai;;;;;;;;;;;;;;
biaen;;;;;;;;;;;;;;
];;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
soufftert;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
la;;;;;;;;;;;;;;
faim;;;;;;;;;;;;;;
avant;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
pouvoir;;;;;;;;;;;;;;
me;;;;;;;;;;;;;;
decider;;;;;;;;;;;;;;
a;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
ieudre;;;;;;;;;;;;;;
la;;;;;;;;;;;;;;
main;;;;;;;;;;;;;;
";";;;;;;;;;;;;;;
je;;;;;;;;;;;;;;
ereis;;;;;;;;;;;;;;
que;;;;;;;;;;;;;;
je;;;;;;;;;;;;;;
ms;;;;;;;;;;;;;;
serais;;;;;;;;;;;;;;
plutdt;;;;;PER;;;X;;X;;;;X
"
";;;;;PER;;;X;;X;;;;X
Iaisse;;;;;PER;;;X;;X;;;;X
mourir;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
si;;;;;;;;;;;;;;
je;;;;;;;;;;;;;;
n';;;;;;;;;;;;;;
avais;;;;;;;;;;;;;;
la;;;;;;;;;;;;;;
erainte;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
Dieu;PER;MISC;MISC;MISC;MISC;MISC;PER;X;MISC;;;;;X
et]NFANGR;;;;;;;;;;;;;;
DR;;;;PER;;;;X;;X;;;;X
JEANNE;PER;PER;PER;PER;PER;PER;;X;PER;;;;;X
0;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
si;;;;;;;;;;;;;;
jo;;;;;;;;;;;;;;
n';;;;;;;;;;;;;;
aimaia;;;;;;;;;;;;;;
tant;;;;;;;;;;;;;;
aett;;;;;;;;;;;;;;
pauvr;;;;;;;;;;;;;;
ianaeente;PER;;;;;;;X;;X;;;;X
que;;;;;;;;;;;;;;
vaili;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
at;;;;;;;;;;;;;;
qui;;;;;;;;;;;;;;
serait;;;;;;;;;;;;;;
morte;;;;;;;;;;;;;;
aussi;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
Quand;;;;;;;;;;;;;;
il;;;;;;;;;;;;;;
mn;;;;;;;;;;;;;;
oote;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
"

";;;;;;;;;;;;;;
-0;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
(;;;;;;;;;;;;;;
--;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
---;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
z;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
Wl;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
.ei;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
E;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
--;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
L;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
-0;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
:;;;;;;;;;;;;;;
:;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
-F;;;;;;;;;;;;;;
"

";;;;;;;;;;;;;;
g;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
t;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
:;;;;;;;;;;;;;;
i;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
kI;;;;;;;;;;;;;;
"

";;;;;;LOC;;X;;;X;;;X
a;;;;;;;;;;;;;;
"

";;;;;;;;;;;;;;
`;;;;;;;;;;;;;;
"

";;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
u.;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
5V;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
LiI;;;;;PER;;;X;;X;;;;X
"

";;;;;;;;;;;;;;
:;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
ZAY;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
:;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
il;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
HI;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
IE;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
L;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
-0;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
=;;;;;;;;;;;;;;
..;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
H;;;;;;;;;;;;;;
"

";;;;;;;;;;;;;;
.Eee-;;;;;;;;;;;;;;
"

";;;;;;;;;;;;;;
I;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
H;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
E;;;;;;;;;;;;;;
"

";;;;;;;;;;;;;;
E;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
EER;;;;;;;;;;;;;;
"




";;;;;;;;;;;;;;
g;;;;;;;;;;;;;;
"

";;;;;;;;;;;;;;
R;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
atherine;PER;PER;PER;;PER;PER;;X;PER;;;;;X
at;;;;;;;;;;;;;;
eame;PER;PER;;;PER;PER;;X;PER;;;;;X
.;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
trop;;;;;;;;;;;;;;
pour;;;;;;;;;;;;;;
aller;;;;;;;;;;;;;;
demander;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
je;;;;;;;;;;;;;;
la;;;;;;;;;;;;;;
regarde;;;;;;;;;;;;;;
et;;;;;;;;;;;;;;
je;;;;;;;;;;;;;;
re-;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
prends;;;;;;;;;;;;;;
eourage;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
C';;;;;;;;;;;;;;
est;;;;;;;;;;;;;;
bien;;;;;;;;;;;;;;
triste;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
alles;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
ma;;;;;;;;;;;;;;
chre;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
femme;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
quand;;;;;;;;;;;;;;
on;;;;;;;;;;;;;;
a;;;;;;;;;;;;;;
du;;;;;;;;;;;;;;
ceur;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
vivre;;;;;;;;;;;;;;
en;;;;;;;;;;;;;;
nePMIR;;;;;;;;;;;;;;
PARTIR;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
fisant;;;;;PER;;;X;;X;;;;X
rin;;;;;PER;;;X;;X;;;;X
0;;;;;;;;;;;;;;
aux;;;;;;;;;;;;;;
d6pana;;;;;;;;;;;;;;
da;;;;;;;;;;;;;;
ux;;;;;;;;;;;;;;
qui;;;;;;;;;;;;;;
truavaillentl;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
mais;;;;;;;;;;;;;;
];;;;;;;;;;;;;;
e;;;;;;;;;;;;;;
n;;;;;;;;;;;;;;
pux;;;;;;;;;;;;;;
mpus;;;;;;;;;;;;;;
ifire;;;;;;;;;;;;;;
uutramnt;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
-0;;;;;;;;;;;;;;
Pourquaoi;;;;;;;;;;;;;;
dana;;;;PER;;;;X;;X;;;;X
?;;;;;;;;;;;;;;
dit;;;;;;;;;;;;;;
la;PER;PER;PER;PER;PER;PER;PER;X;PER;;;;;
mbre;PER;PER;PER;PER;PER;PER;PER;X;PER;;;;;
Nannatte;PER;PER;PER;PER;PER;PER;PER;X;PER;;;;;
.;;;;;;;;;;;;;;
Cun-;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
t;;;;;;;;;;;;;;
-0;;;;;;;;;;;;;;
mOi;;;;;;;;;;;;;;
g.;;;;;;;;;;;;;;
n;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
la;;;;;;;;;;;;;;
puuvra;;;;;;PER;;X;;X;;;;X
famma;;;;;;PER;;X;;X;;;;X
dit;;;;;;;;;;;;;;
a;;;;;;;;;;;;;;
la;PER;PER;PER;PER;PER;PER;PER;X;PER;;;;;
mra;PER;PER;PER;PER;PER;PER;PER;X;PER;;;;;
Nunnatta;PER;PER;PER;PER;PER;PER;PER;X;PER;;;;;
:;;;;;;;;;;;;;;
"
 ";;;;;;;;;;;;;;
le;;;;;;;;;;;;;;
suis;;;;;;;;;;;;;;
du;;;;;;;;;;;;;;
villag;;;;;;;LOC;X;;;X;;;X
qui;;;;;;;;;;;;;;
est;;;;;;;;;;;;;;
auprbs;;;;;;;;;;;;;;
du;;;;;;;;;;;;;;
Cher;LOC;LOC;LOC;;LOC;LOC;LOC;X;LOC;;;;;X
0;;;;;;;;;;;;;;
h;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
wias;;;;;;;;;;;;;;
lieuss;;;;;;;;;;;;;;
d';;;;;;;;;;;;;;
iei;;;;;PER;;;X;;X;;;;X
.;;;;;;;;;;;;;;
Il;;;;;;;;;;;;;;
y;;;;;;;;;;;;;;
a;;;;;;;;;;;;;;
deux;;;;;;;;;;;;;;
mois;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
joi;;;;;;;;;;;;;;
pertu;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
mno;;;;;;;;;;;;;;
mari;;;;;;;;;;;;;;
i;;;;;;;;;;;;;;
la;;;;;;;;;;;;;;
suita;;;;;;;;;;;;;;
duna;;;;;;;;;;;;;;
groso;;;;;;;;;;;;;;
mualadia;;;;;;;;;;;;;;
qui;;;;;;;;;;;;;;
l';;;;;;;;;;;;;;
n;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
retenu;;;;;;;;;;;;;;
au;;;;;;;;;;;;;;
lit;;;;;;;;;;;;;;
penlant;;;;;;;;;;;;;;
bion;;;;;;;;;;;;;;
longtmps;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
I';;;;;;;;;;;;;;
ai;;;;;;;;;;;;;;
vandu;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
tout;;;;;;;;;;;;;;
co;;;;;;;;;;;;;;
quo;;;;;;;;;;;;;;
vais;;;;;;;;;;;;;;
afin;;;;;;;;;;;;;;
do;;;;;;;;;;;;;;
pouvoir;;;;;;;;;;;;;;
lo;;;;;;;;;;;;;;
soigner;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
uand;;;;;;;;;;;;;;
il;;;;;;;;;;;;;;
ny;;;;;;;;;;;;;;
a;;;;;;;;;;;;;;
plus;;;;;;;;;;;;;;
rion;;;;;;;;;;;;;;
u;;;;;;;;;;;;;;
ala;;;;;;;LOC;X;;;X;;;X
muison;;;;;;;LOC;X;;;X;;;X
qua;;;;;;;;;;;;;;
lo;;;;;;;;;;;;;;
lit;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
sur;;;;;;;;;;;;;;
laquel;;;;;;;;;;;;;;
il;;;;;;;;;;;;;;
6tait;;;;;;;;;;;;;;
eoueh6;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
il;;;;;;;;;;;;;;
a;;;;;;;;;;;;;;
bin;;;;;;;;;;;;;;
fallu;;;;;;;;;;;;;;
s';;;;;;;;;;;;;;
andettor;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
Apres;;;;;;;;;;;;;;
su;;;;;;;;;;;;;;
mort;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
on;;;;;;;;;;;;;;
a;;;;;;;;;;;;;;
vendu;;;;;;;;;;;;;;
la;;;;;;;LOC;X;;;X;;;X
maison;;;;;;;LOC;X;;;X;;;X
0;;;;;;;;;;;;;;
lo;;;;;;;LOC;X;;;X;;;X
jardin;;;;;;;LOC;X;;;X;;;X
0;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
la;;;;;;;LOC;X;;;X;;;X
chbnevibre;;;;;LOC;LOC;LOC;X;;;X;;;X
0;;;;;;;;;;;;;;
onfin;;;;;;;;;;;;;;
tout;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
pour;;;;;;;;;;;;;;
payer;;;;;;;;;;;;;;
le;;;;;;;;;;;;;;
decin;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
et;;;;;;;;;;;;;;
les;;;;;;;;;;;;;;
autres;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
et;;;;;;;;;;;;;;
je;;;;;;;;;;;;;;
ne;;;;;;;;;;;;;;
sais;;;;;;;;;;;;;;
plus;;;;;;;;;;;;;;
oi;;;;;;;;;;;;;;
me;;;;;;;;;;;;;;
retirer;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
On;;;;;;;;;;;;;;
"
";;;;;MISC;;;X;;;;;X;X
no;;;;;;;;;;;;;;
veut;;;;;;;;;;;;;;
pas;;;;;;;;;;;;;;
me;;;;;;;;;;;;;;
louer;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
meme;;;;;;;;;;;;;;
une;;;;;;;;;;;;;;
petite;;;;;;;;;;;;;;
chambre;;;;;;;LOC;X;;;X;;;X
0;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
psree;;;;;;;;;;;;;;
que;;;;;;;;;;;;;;
je;;;;;;;;;;;;;;
n';;;;;;;;;;;;;;
ai;;;;;;;;;;;;;;
pas;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
mobilier;;;;;;;;;;;;;;
pour;;;;;;;;;;;;;;
repondro;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
du;;;;;;;;;;;;;;
loyer;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
Je;;;;;;;;;;;;;;
couehe;;;;;;;;;;;;;;
avee;;;;;;;;;;;;;;
ma;;;;;;PER;;X;;X;;;;X
petite;PER;;;;;PER;;X;;X;;;;X
lehnno;PER;;;;;PER;PER;X;;X;;;;X
dans;;;;;;;;;;;;;;
les;;;;;;;LOC;X;;;X;;;X
"
";;;;;;;LOC;X;;;X;;;X
granges;;;;;;;LOC;X;;;X;;;X
0;;;;;;;;;;;;;;
quand;;;;;;;;;;;;;;
on;;;;;;;;;;;;;;
veut;;;;;;;;;;;;;;
bien;;;;;;;;;;;;;;
m';;;;;;;;;;;;;;
y;;;;;;;;;;;;;;
souffrir;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
ou;;;;;;;;;;;;;;
bion;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
sur;;;;;;;;;;;;;;
les;;;;;;;;;;;;;;
tas;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
ehaume;PER;;;;;;;X;;X;;;;X
.;;;;;;;;;;;;;;
C';;;;;;;;;;;;;;
est;;;;;;;;;;;;;;
bon;;;;;;;;;;;;;;
 ;;;;;;;;;;;;;;
prsent;;;;;;;;;;;;;;
qu';;;;;;;;;;;;;;
il;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
fait;;;;;;;;;;;;;;
chaud;;;;;;;;;;;;;;
";";;;;;;;;;;;;;;
mais;;;;;;;;;;;;;;
plus;;;;;;;;;;;;;;
tard;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
eomment;;;;;;;;;;;;;;
faire;;;;;;;;;;;;;;
aves;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
ett;;;;;;;;;;;;;;
nfnt;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
mei;;;;;;;;;;;;;;
 ;;;;;;;;;;;;;;
i;;;;;;;;;;;;;;
ses;;;;;;;;;;;;;;
medesins;;;;;;;;;;;;;;
ont;;;;;;;;;;;;;;
d6fendu;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
sortir;;;;;;;;;;;;;;
pendant;;;;;;;;;;;;;;
tout;;;;;;;;;;;;;;
l';;;;;;;;;;;;;;
hiver?s;MISC;;;MISC;;;;X;;;;;X;X
"
";;;;;;;;;;;;;;
Et;;;;;;;;;;;;;;
la;;;;;;;;;;;;;;
pauvre;;;;;;;;;;;;;;
malheureus;;;;;;;;;;;;;;
se;;;;;;;;;;;;;;
mit;;;;;;;;;;;;;;
 ;;;;;;;;;;;;;;
pleurer;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
Sa;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
petite;;;;;;;;;;;;;;
fille;;;;;;;;;;;;;;
pleura;;;;;;;;;;;;;;
aussi;;;;;;;;;;;;;;
en;;;;;;;;;;;;;;
lembrassant;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
Elle;;;;;;;;;;;;;;
avait;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
l';;;;;;;;;;;;;;
air;;;;;;;;;;;;;;
si;;;;;;;;;;;;;;
doux;;;;;;;;;;;;;;
et;;;;;;;;;;;;;;
si;;;;;;;;;;;;;;
aimable;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
cette;;;;;;;;;;;;;;
petite;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
que;;;;;;;;;;;;;;
la;PER;PER;PER;PER;PER;PER;PER;X;PER;;;;;
"
";;;PER;;;PER;PER;X;;X;;;;X
mre;PER;PER;PER;PER;PER;PER;PER;X;PER;;;;;
Nannette;PER;PER;PER;PER;PER;PER;PER;X;PER;;;;;
sentit;;;;;;;;;;;;;;
fondre;;;;;;;;;;;;;;
son;;;;;;;;;;;;;;
ceur;;;;;;;;;;;;;;
en;;;;;;;;;;;;;;
pensant;;;;;;;;;;;;;;
"
 ";;;;;;;;;;;;;;
la;;;;;;;;;;;;;;
misbre;;;;;;;;;;;;;;
qu';;;;;;;;;;;;;;
elle;;;;;;;;;;;;;;
ondurerait;;;;;;;;;;;;;;
quand;;;;;;;;;;;;;;
l';;;;;;;;;;;;;;
hiver;;;;;;;;;;;;;;
serait;;;;;;;;;;;;;;
];;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
venu;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
Aussitdt;;;;;;;;;;;;;;
il;;;;;;;;;;;;;;
lui;;;;;;;;;;;;;;
vint;;;;;;;;;;;;;;
dans;;;;;;;;;;;;;;
lid6a;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
